artist,album,albumyear,genre,bayesian,votes,rating,played
A Cosmic Trail,II: Mistral,2013,Progressive Rock/Metal,4.06,5,4.00,14
A Forest Of Stars,A Shadowplay For Yesterdays,2012,Harsh Vocals,4.03,2,3.50,13
A Forest Of Stars,Opportunistic Thieves Of Spring,2010,Harsh Vocals,4.05,2,3.75,6
A Forest Of Stars,Beware The Sword You Cannot See,2015,Harsh Vocals,4.05,3,3.83,19
A Forest Of Stars,The Corpse Of Rebirth,2008,Harsh Vocals,4.07,0,0.00,5
A Great Adventure or Nothing,A Great Adventure or Nothing,2016,"Progressive, Instrumental",4.07,1,4.00,5
A Liquid Landscape,The Largest Fire Known To Man,2014,Crossover,4.04,6,3.92,9
A Liquid Landscape,Nightingale Express,2012,Crossover ,4.04,8,3.94,33
A Lonely Crowd,User Hostile,2011,Progressive,4.03,2,3.50,19
A Lonely Crowd,User Hostile,2011,Progressive,4.07,0,0.00,0
A Perfect Circle,eMOTIVe,2004,Goth Doom,3.89,71,3.81,306
A Perfect Circle,Thirteenth Step,2003,Goth Doom,4.23,107,4.28,647
A Perfect Circle,Mer de Noms,2000,Goth Doom,4.30,92,4.37,551
A Perfect Day,The Deafening Silence,2016,Melodic,4.07,1,4.00,17
A Secret River,Colours of Solitude,2014,Crossover,4.09,4,4.25,9
A Sense of Gravity,Atrament,2016,"Harsh Vocals, Jazz, Djent",4.04,1,3.00,5
A Sense of Gravity,A Sense of Gravity,2011,"Harsh Vocals, Jazz, Djent",3.95,14,3.68,18
A Triggering Myth,The Sins Of Our Saviors,1998,Jazz,4.00,4,3.50,7
A Triggering Myth,Remedy of Abstraction,2006,Jazz,4.03,4,3.75,9
A Triggering Myth,Forgiving Eden,2002,Jazz,4.13,6,4.42,13
A((wake)),Northern Lights,2007,Technical,4.16,116,4.19,571
A.C.T,Circus Pandemonium,2014,Eclectic,4.14,3,4.83,21
A.C.T,Last Epic,2003,Eclectic,4.14,3,4.83,20
A.C.T,Silence,2015,Eclectic,4.10,1,5.00,12
A.C.T,Imaginary Friends,2001,Eclectic,4.07,0,0.00,4
A.C.T,Today's Report,1999,Eclectic,4.07,0,0.00,10
A|symmetry,Room 17: Hours Between Shadows And Light,2012,Progressive,3.98,9,3.67,41
A|symmetry,Fragility,2016,Progressive,4.07,0,0.00,2
Øresund Space Collective,"West, Space and Love II",2016,"Psychedelic, Instrumental, Jam",4.02,1,2.50,6
Øresund Space Collective,Different Creatures,2015,"Psychedelic, Instrumental, Jam",4.03,2,3.50,8
Øresund Space Collective,It's all about Delay (Disk 2),2006,"Psychedelic, Instrumental, Jam",3.94,10,3.55,12
Øresund Space Collective,It's all about Delay (Disk 1),2006,"Psychedelic, Instrumental, Jam",4.02,16,3.94,54
Øresund Space Collective,Give Your Brain A Rest From The Matrix,2012,"Psychedelic, Instrumental, Jam",4.07,2,4.00,2
Øresund Space Collective,Progulus Radio Compilation - Completely Improvised Rock,2006,"Psychedelic, Instrumental, Jam",4.06,7,4.00,26
Øresund Space Collective,Slip Into The Vortex,2010,"Psychedelic, Instrumental, Jam",4.07,1,4.00,2
Øresund Space Collective,"West, Space and Love",2012,"Psychedelic, Instrumental, Jam",4.07,2,4.00,2
Øresund Space Collective,The Black Tomato,2007,"Psychedelic, Instrumental, Jam",4.06,16,4.03,67
Øresund Space Collective,Good Planets Are Hard To Find,2009,"Psychedelic, Instrumental, Jam",4.08,20,4.10,24
Øresund Space Collective,Music For Pogonologists,2014,"Psychedelic, Instrumental, Jam",4.08,1,4.50,9
Øresund Space Collective,Ode to a Black Hole,2016,"Psychedelic, Instrumental, Jam",4.11,3,4.50,2
Øresund Space Collective,Visions of ...,2016,"Psychedelic, Instrumental, Jam",4.08,1,4.50,2
Øresund Space Collective,Inside Your Head,2008,"Psychedelic, Instrumental, Jam",4.07,0,0.00,1
Ñu,Cuentos De Ayer Y De Hoy,1978,Progressive,4.04,1,3.00,4
Änglagård,Epilog,1994,Symphonic,3.97,21,3.83,57
Änglagård,Buried Alive,1996,Symphonic,4.13,69,4.16,222
Änglagård,Viljars Öga,2012,Symphonic,4.12,47,4.16,128
Änglagård,Hybris,1992,Symphonic,4.36,93,4.45,643
Änglagård,Prog Pa Svenska - Live In Japan [Disc 2],2014,Symphonic,4.16,8,4.50,30
Änglagård,Prog Pa Svenska - Live In Japan [Disc 1],2014,Symphonic,4.26,10,4.85,109
öxxö xööx,Nämïdäë,2015,Goth Doom,4.05,3,3.83,13
Aalto,Ikaro,2014,Progressive,4.07,0,0.00,8
Aardvark',Tuntematon Sotilas,2005,Crossover,4.04,56,4.02,348
Aaron Ecks,Music to Mars and Home Again,2017,Progressive Rock/Metal,4.08,2,4.25,6
Aaron English,The Marriage of the Sun and the Moon,2007,Progressive,3.94,29,3.81,81
Aaron English,All The Waters Of This World,2002,Progressive,4.16,26,4.27,129
Abarax,Crying of the whales,2005,Symphonic,4.04,53,4.03,323
Abel Ganz,Abel Ganz,2014,"Neo-Progressive, ",3.98,11,3.73,26
Abel Ganz,Back From The Zone,2001,"Neo-Progressive, ",3.96,31,3.85,60
Abel Ganz,Shooting Albatross,2008,"Neo-Progressive, ",4.08,89,4.08,226
Abel Ganz,The Dangers of Strangers : 20th anniversary edition,1988,"Neo-Progressive, ",4.09,58,4.09,252
Abigail's Ghost,Unmastered,2014,PT Influenced,3.96,12,3.67,12
Abigail's Ghost,Black Plastic Sun,2015,PT Influenced,4.07,5,4.10,13
Abigail's Ghost,Selling Insincerity,2007,PT Influenced,4.14,135,4.15,439
Abigail's Ghost,D_letion,2009,PT Influenced,4.22,145,4.26,595
Abnormal Thought Patterns,Altered States of Consciousness,2015,Technical,4.03,10,3.90,35
Abnormal Thought Patterns,Abnormal Thought Patterns,2011,Technical,4.03,21,3.98,35
Abnormal Thought Patterns,Manipulation Under Anesthesia,2013,Technical,4.08,21,4.10,59
Above Symmetry,Ripples,2010,Melodic,4.01,53,3.98,203
Abrete Gandul,Enjambre Sismico,2011,Eclectic,4.00,1,2.00,3
Absentia,Black & White,2016,Progressive,4.05,3,3.83,11
Absolace,Absolace,2009,PT Influenced,4.04,1,3.00,3
Abstract Shadows,Symphony of Hakel,2007,Progressive,3.97,55,3.92,182
Abydos,Abydos (Andy Kuntz),2004,Melodic,4.34,209,4.38,1638
Acacia Avenue,Acacia Avenue,2009,Melodic,3.93,29,3.79,40
Acanthe,Someone Somewhere,2009,Crossover,4.07,1,4.00,8
Acid Empire,Acid Empire,2014,Symphonic,4.10,2,4.50,19
Acid Empire & David Stanton,Only The Weak/Denial,2010,Progressive,4.06,3,4.00,2
Acid Rain,Game of life,2007,Technical DTI,4.07,2,4.00,13
Acid Rain,Game of life,2007,Progressive,4.08,7,4.14,9
Acid Rain,Worlds Apart EP,2008,Technical DTI,4.13,14,4.25,63
Adagio,Archangels In Black,2009,"Power, Neo-Classical",3.91,78,3.85,261
Adagio,Dominate,2006,"Power, Neo-Classical",4.24,167,4.27,1019
Adagio,A Band In Upperworld- Live,2004,"Power, Neo-Classical",4.25,33,4.42,160
Adagio,Sanctus Ignis,2001,"Power, Neo-Classical",4.44,147,4.51,1111
Adagio,Underworld,2003,"Power, Neo-Classical",4.37,48,4.56,1148
Adagio,Life,2017,"Power, Neo-Classical",4.16,6,4.58,11
Adam Ironside,The SkyPainter,2016,Progressive,4.08,1,4.50,7
Adamantra,For Ever,2006,Power,4.08,2,4.25,7
Adamantra,Act 2: Silent Narratives,2014,Power,4.18,15,4.40,64
Adamantra,Revival,2009,Power,4.07,0,0.00,15
Adonikam,Adonikam,2008,Symphonic,3.91,27,3.74,49
Adramelch,Lights from Oblivion,2012,Progressive,4.07,0,0.00,3
Adramelch,Opus,2015,Progressive,4.07,0,0.00,4
Adrian Belew Power Trio,e,2009,Eclectic,4.07,1,4.00,7
Adrian Galysh,Tone Poet,2013,"Metal Guitar Spotlight, Symphonic",4.07,2,4.00,15
Adrian Weiss,Easy Game,2014,"Metal Guitar Spotlight, Neo-Classical, Instrumental",4.16,12,4.38,18
Advent,Silent Sentinel,2015,"Eclectic, Gentle Giant & Influenced",4.04,12,3.96,68
Advent,Cantus Firmus,2006,"Eclectic, Gentle Giant & Influenced",4.00,53,3.96,174
Advent Horizon,Immured,2011,Progressive Rock/Metal,4.11,8,4.25,30
Adventure,Beacon of light,2009,Symphonic,3.94,18,3.72,107
Adventure,Caught in the Web,2014,Symphonic,4.02,6,3.75,19
Aeon Spoke,Aeon Spoke,2004,AOR,3.96,16,3.75,54
Aeon Spoke,Aeon Spoke,2004,Progressive,4.06,3,4.00,34
Aeon Zen,Enigma,2013,Progressive,3.98,31,3.89,59
Aeon Zen,Ephemera,2014,Progressive,4.06,3,4.00,16
Aeon Zen,A Mind's Portrait,2009,Progressive,4.13,106,4.15,545
Aeon Zen,The Face Of The Unknown,2010,Progressive,4.13,13,4.27,68
Aeon Zen,Self Portrait,2013,Progressive,4.13,8,4.37,52
Aeonic Impulse,A Night For The Troubled,2016,Progressive,4.05,2,3.75,5
Aesma Daeva,The Thallasa Mixes,2008,"Symphonic, Goth Doom, Female-Fronted",4.09,51,4.11,247
Aethellis,Aethellis,2003,"Symphonic, Genesis & Influenced",4.03,9,3.89,17
Afasia,Nelle Vesti Del Mio Ego,2016,Progressive Rock/Metal,4.07,0,0.00,2
Afenginn,Lux,2013,Folk/Celtic,3.97,13,3.73,20
Affector,Harmagedon,2012,"Symphonic, Christian",4.10,2,4.50,7
After,Endless Lunatic,2005,Crossover,3.88,29,3.67,96
After,Hideout,2008,Crossover,4.25,116,4.30,567
After Crying,6,1997,"Progressive, Symphonic",4.04,1,3.00,8
After Eternity,The Leap Of Pain,2017,Progressive,4.07,0,0.00,1
After Forever,Prison Of Desire,2000,"Symphonic, Goth Doom, Female-Fronted",4.08,83,4.09,482
After Forever,Decipher,2001,"Symphonic, Goth Doom, Female-Fronted",4.11,75,4.12,413
After Forever,Remagine,2005,"Symphonic, Goth Doom, Female-Fronted",4.14,121,4.16,1044
After Forever,Invisible Circles,2004,"Symphonic, Goth Doom, Female-Fronted",4.18,63,4.24,577
After Forever,My Choice - The Evil That Men Do,2003,"Symphonic, Goth Doom, Female-Fronted",4.11,8,4.25,96
After Forever,Emphasis ~ Who Wants To Live Forever,2002,"Symphonic, Goth Doom, Female-Fronted",4.09,3,4.33,7
After Forever,Exordium,2003,"Symphonic, Goth Doom, Female-Fronted",4.22,36,4.35,297
After Forever,After Forever,2007,"Symphonic, Goth Doom, Female-Fronted",4.31,144,4.36,990
After The Fall,kNOwleDGE,2005,AOR,4.01,13,3.88,101
Age Of Artemis,The Waking Hour,2014,"Melodic, Power",4.06,4,4.00,25
Age Of Nemesis,Psychogeist,2006,Technical DTI,4.16,49,4.21,242
Age Of Nemesis,Internet Covers,2003,"Technical DTI, Cover Songs",4.20,48,4.28,242
Age Of Nemesis,Terra Incognita,2007,Technical DTI,4.36,136,4.42,1090
Age Of Silence,Acceleration,2005,Technical,4.06,36,4.06,140
Agent Fresco,Destrier,2015,Progressive,4.02,4,3.63,18
Agents of Mercy,Dramarama,2010,"Neo-Progressive, ",3.87,67,3.78,173
Agents of Mercy,The Fading Ghosts Of Twilight,2009,"Neo-Progressive, ",3.92,88,3.87,294
Agents of Mercy,The Black Forest,2011,"Neo-Progressive, ",4.04,45,4.02,84
Aghora,Aghora,1999,"Technical, Female-Fronted, Eastern/Ethnic Influence",3.97,39,3.88,141
Aghora,Formless,2006,"Technical, Female-Fronted, Eastern/Ethnic Influence",4.26,200,4.29,841
Agora,Segundo Pasado,2001,"Technical DTI, Non-English Language",3.99,13,3.81,46
Agora,Zona De Silencio,2005,"Technical DTI, Non-English Language",4.01,32,3.95,117
Agora (US),Voyager EP,2012,"Progressive Rock/Metal, Jazz, Instrumental",4.06,6,4.00,16
Agusa,Högtid,2014,"Progressive, Symphonic",4.09,14,4.14,24
Agusa,Två,2015,"Progressive, Symphonic",4.11,4,4.38,4
Agusa,Agusa,2017,"Progressive, Symphonic",4.13,5,4.50,12
Agusa,Katarsis,2016,"Progressive, Symphonic",4.08,1,4.50,1
Aina,Days Of Rising Doom,2003,"Power, Symphonic, Opera",4.00,44,3.95,246
Airbag,All Rights Removed,2011,"Psychedelic, PT Influenced",3.98,17,3.82,33
Airbag,Sounds That I Hear,2007,"Psychedelic, PT Influenced",3.96,60,3.91,254
Airbag,The Greatest Show On Earth,2013,"Psychedelic, PT Influenced",4.12,5,4.40,27
Airbag,Disconnected,2016,"Psychedelic, PT Influenced",4.15,8,4.44,33
Ajalon,This Good Place,2009,"Symphonic, Christian",4.04,49,4.02,327
Akashic,Timeless Realm,2002,Symphonic,4.03,12,3.92,31
Akashic,A Brand New Day,2005,Symphonic,4.19,65,4.25,373
Akord,Carry the Sound,2013,Progressive Rock/Metal,4.10,12,4.17,24
Akphaezya,Anthology II: Links from the dead Trinity,2008,"Progressive, Female-Fronted",4.07,0,0.00,1
Akphaezya,Anthology IV: The Tragedy of Nerak,2012,"Progressive, Female-Fronted",4.07,0,0.00,0
Akribi,Anima,2016,Gothic Rock,4.08,2,4.25,4
Alan Parsons Project,The Turn Of A Friendly Card (Expanded Edition),1980,Crossover,4.05,1,3.50,1
Alan Parsons Project,Ammonia Avenue (Expanded Edition),1984,Crossover,4.07,1,4.00,1
Alan Parsons Project,Live in Madrid,2005,Crossover,4.09,3,4.33,4
Alan Parsons Project,Pyramid (Expanded Edition),1978,Crossover,4.09,3,4.33,2
Alan Parsons Project,I Robot (Expanded Edition),1977,Crossover,4.11,3,4.50,2
Alan Parsons Project,Tales Of Mystery And Imagination (Expanded Edition),1976,Crossover,4.13,4,4.63,2
Alan Parsons Project,Eye In The Sky (Expanded Edition),1982,Crossover,4.15,4,4.75,4
Alan Parsons Project,Eve (Expanded Edition),1979,Crossover,4.14,3,4.83,3
Alan Parsons Project,Gaudi (Extpanded Edition),1987,Crossover,4.07,0,0.00,0
Alan Parsons Project,Stereotomy (Expanded Edition),1985,Crossover,4.07,0,0.00,0
Alan Reed,Honey On The Razors Edge,2017,Progressive,4.07,8,4.06,13
Alan Simon,Excalibur II: L'Anneau Des Celtes,2007,"Symphonic, Folk/Celtic",3.82,43,3.65,89
Alarion,Waves Of Destruction,2016,Progressive,4.05,1,3.50,15
Albatros,Ursus,2011,Eclectic,4.07,0,0.00,2
Alcatrazz,Live Sentence,1984,Metal,3.98,7,3.57,82
Alco Frisbass,Alco Frisbass,2015,Eclectic,3.99,5,3.50,7
Aldenfield,Light of Day,2017,Progressive Rock/Metal,4.10,7,4.21,12
Alex Argento,EGO.,2007,"LTE/Planet X and Influenced, Instrumental",3.94,127,3.91,386
Alex Carpani,So Close. So Far,2016,"Symphonic, Instrumental",3.98,8,3.63,15
Alex Carpani,The Sanctuary,2010,"Symphonic, Instrumental",4.07,2,4.00,9
Alex Carpani,Waterline,2005,"Symphonic, Instrumental",4.06,53,4.06,224
Alex Lifeson,Victor,1996,"Crossover, Rush and Influenced",4.02,69,4.00,261
Alex Masi,Theory of Everything,2010,"Metal Guitar Spotlight, Shred, Instrumental",3.91,54,3.81,54
Ali Ferguson,A Sequence of Moments,2016,Crossover,4.24,17,4.53,61
Aliases,Derangeable,2016,Progressive,4.00,2,3.00,5
Alitheia,Chthonick,2008,Experimental,3.81,49,3.65,57
All About the Tones,Passing Through,2017,"Instrumental, Progressive Rock/Metal",4.07,2,4.00,4
All Too Human,Juggernaut,2012,Fates Warning & Influenced,4.06,43,4.06,181
All Too Human,Entropy,2002,Fates Warning & Influenced,4.07,0,0.00,206
Allen/Lande,The Great Divide,2014,Melodic,4.05,10,4.00,38
Allen/Lande,The Showdown,2010,Melodic,4.19,71,4.25,348
Allen/Lande,The Battle,2005,Melodic,4.26,144,4.30,742
Allen/Lande,The Revenge,2007,Melodic,4.42,153,4.49,779
Alogia,Secret Spheres Of Art,2002,Progressive,3.90,33,3.74,148
Alogia,Elegia Balcanica,2014,Progressive,4.07,0,0.00,3
Alpha Male Tea Party,Health,2017,"Progressive, Instrumental, Math",4.07,1,4.00,11
Alpha Male Tea Party,Droids,2014,"Progressive, Instrumental, Math",4.08,1,4.50,5
Alpha Male Tea Party,Amtp,2012,"Progressive, Instrumental, Math",4.07,0,0.00,0
Alpha Ralpha,Alpha Ralpha,1977,Eclectic,4.05,3,3.83,7
Alpha Wave Movement,Architexture Of Silence,2013,Electronic,4.04,1,3.00,4
Alpha Wave Movement,Earthen,2015,Electronic,4.03,2,3.50,6
Also Eden,[Redacted],2013,"Neo-Progressive, ",4.05,3,3.83,9
Also Eden,Differences As Light,2010,"Neo-Progressive, ",4.07,2,4.00,10
Also Eden,Think of the Children!,2011,"Neo-Progressive, ",4.08,4,4.13,14
Altair,Descending (A Devilish Comedy),2017,"Progressive, Power",4.07,1,4.00,4
Altera Enigma,Alteration,2006,Instrumental,4.07,37,4.07,142
Altered Symmetry,Prologue,2011,Progressive,4.08,2,4.25,21
Altura,Mercy,1996,Technical DTI,3.97,18,3.81,32
Amadeus Awad,Death Is Just A Feeling,2015,Crossover,4.14,6,4.50,18
Amadeus Awad's Eon,The Book of Gates,2014,Power,4.13,4,4.63,20
Amaran's Plight,Voice In The Light,2007,Progressive Rock/Metal,4.09,143,4.09,411
Amarok,Quentadharken,2004,Progressive,4.09,6,4.17,18
Amarok,Hunt,2000,Progressive,4.09,4,4.25,20
Amaseffer,Exodus - Slaves for Life,2008,"Progressive/Metal, Symphonic, Eastern/Ethnic Influence",4.40,243,4.44,1194
Amaseffer,Exodus - Slaves for Life,2008,"Progressive Rock/Metal, Symphonic, Eastern/Ethnic Influence",4.41,239,4.45,1217
Ambeon,Fate Of A Dreamer,2001,"Post-Rock, Female-Fronted",4.42,292,4.46,1420
Amberian Dawn,Magic Forest,2014,"Progressive, Power, Female-Fronted",4.07,2,4.00,6
Ambrosia,Ambrosia,1975,Progressive,4.16,9,4.44,14
Amenophis,Amenophis,1983,"Progressive, Symphonic",4.05,1,3.50,4
Amon Ra,We Never Said Good-Bye,2015,"Neo-Progressive, ",4.07,2,4.00,15
Amoral,Beneath,2012,Melodic,4.05,5,3.90,18
Amoral,In Sequence,2016,Melodic,4.07,1,4.00,8
Amoral,Fallen Leaves & Dead Sparrows,2014,Melodic,4.06,15,4.03,38
Amorphis,Far From The Sun,2003,Progressive,4.02,8,3.81,41
Amorphis,My Kantele,1997,Progressive,4.00,19,3.89,74
Amorphis,Under The Red Cloud,2015,Progressive,4.06,5,4.00,20
Amorphis,Eclipse..,2006,Progressive,4.08,67,4.08,244
Amorphis,Circle,2013,Progressive,4.08,15,4.10,43
Amorphis,Elegy.,1996,Progressive,4.09,31,4.11,118
Amorphis,Skyforger,2009,Progressive,4.16,72,4.19,285
Amorphis,House Of Sleep,2000,Progressive,4.11,15,4.20,52
Amorphis,Tuonela,1999,Progressive,4.14,27,4.22,199
Amorphis,Am Universum,2001,Progressive,4.20,29,4.33,117
Ampledeed,A is for Ampledeed,2013,Eclectic,4.07,2,4.00,9
Ampledeed,Byob,2016,Eclectic,4.06,4,4.00,18
Amplifier,Echo Street,2013,"Crossover, Psychedelic",4.05,1,3.50,1
Amplifier,Trippin' With Dr. Faustus,2017,"Crossover, Psychedelic",4.09,3,4.33,16
Amplifier,Octopus (Part Two),2010,"Crossover, Psychedelic",4.08,1,4.50,1
Amplifier,Amplifier,2005,"Crossover, Psychedelic",4.07,0,0.00,2
Amplifier,Eternity,2009,"Crossover, Psychedelic",4.07,0,0.00,1
Amplifier,Insider,2006,"Crossover, Psychedelic",4.07,0,0.00,2
Amplifier,Mystoria,2014,"Crossover, Psychedelic",4.07,0,0.00,3
Amplifier,Octopus (Part One),2011,"Crossover, Psychedelic",4.07,0,0.00,2
Amplifier,The Astronaut Dismantles HAL,2005,"Crossover, Psychedelic",4.07,0,0.00,1
An Endless Sporadic,Anything,2014,"Progressive Rock/Metal, Jazz, Instrumental",4.07,2,4.00,2
An Endless Sporadic,The Adventures of Jabubu,2014,"Progressive Rock/Metal, Jazz, Instrumental",4.07,1,4.00,2
An Endless Sporadic,An Endless Sporadic,2009,"Progressive Rock/Metal, Jazz, Instrumental",4.13,17,4.24,65
An Endless Sporadic,Ameliorate,2009,"Progressive Rock/Metal, Jazz, Instrumental",4.10,5,4.30,29
An Endless Sporadic,Singles,2014,"Progressive Rock/Metal, Jazz, Instrumental",4.13,8,4.38,45
An Endless Sporadic,Magic Machine,2016,"Progressive Rock/Metal, Jazz, Instrumental",4.10,2,4.50,16
An Endless Sporadic,Sun of Pearl,2014,"Progressive Rock/Metal, Jazz, Instrumental",4.10,2,4.50,8
Anèma,After the Sea,2017,Progressive Rock/Metal,4.03,3,3.67,4
Anakdota,Overloading,2016,Progressive,4.05,3,3.83,5
Ananke,Shangri-La,2012,"Neo-Progressive,",4.07,0,0.00,8
Anas Ibn Malek,Delusional Thoughts,2013,"Shred, Instrumental",4.04,11,3.95,16
Anasazi,1000 Yard Stare,2014,Progressive,4.07,1,4.00,4
Anathema,The Silent Enigma,1995,Crossover,4.04,1,3.00,1
Anathema,Distant Satellites,2014,Crossover,4.05,3,3.83,7
Anathema,A Fine Day To Exit,2001,Crossover,4.07,2,4.00,3
Anathema,Were You There,2004,Crossover,4.07,1,4.00,5
Anathema,Alternative 4,2003,Crossover,4.08,2,4.25,2
Anathema,The Optimist,2017,Crossover,4.14,10,4.35,28
Anathema,Falling Deeper,2011,Crossover,4.11,3,4.50,6
Anathema,Judgement,1999,Crossover,4.08,1,4.50,3
Anathema,Weather Systems,2012,Crossover,4.12,3,4.67,4
Anathema,We're Here Because We're Here,2010,Crossover,4.10,1,5.00,8
Anathema,A Natural Disaster,2003,Crossover,4.07,0,0.00,0
Anathema,Eternity.,1996,Crossover,4.07,0,0.00,1
Anathema,Hindsight,2008,Crossover,4.07,0,0.00,0
Anaxes,Antithesis,2010,Progressive,4.11,47,4.14,206
Ancestors,Of Sound Mind,2009,"Progressive, Stoner, Goth Doom",4.07,0,0.00,4
Ancient Bards,A New Dawn Ending,2014,"Power, Symphonic, Goth Doom, Female-Fronted",4.03,13,3.92,30
Anciients,Voice Of The Void,2016,"Progressive, Harsh Vocals",4.16,6,4.58,31
Anciients,Heart of Oak,2013,"Progressive, Harsh Vocals",4.16,4,4.88,36
"Anderson, Bruford, Wakeman, Howe","Anderson, Bruford, Wakeman, Howe",1989,"Symphonic, Yes Influenced",3.94,78,3.88,261
Anderson/Stolt,Invention Of Knowledge,2016,Progressive,4.21,11,4.59,38
AndersonPonty Band,Better Late Than Never,2015,Cover Songs,4.12,12,4.25,43
Andre Fertier's Clivage,Mixtus Orbis,1979,"Progressive, Symphonic, Eastern/Ethnic Influence",4.07,2,4.00,2
Andre Matos,Time To Be Free,2007,Power,4.19,42,4.27,116
Andrea Boccarusso,Arcade Childhood,2017,"Progressive Rock/Metal, Instrumental",4.06,3,4.00,10
Andromeda,Manifest Tyranny,2011,"Melodic, Technical DTI",4.26,117,4.30,543
Andromeda,Extension Of The Wish - Final Extension,2001,"Melodic, Technical DTI",4.30,144,4.34,671
Andromeda,Extension Of The Wish,2001,"Melodic, Technical DTI",4.28,75,4.36,274
Andromeda,The Immunity Zone,2008,"Melodic, Technical DTI",4.35,196,4.40,978
Andromeda,Chimera,2006,"Melodic, Technical DTI",4.35,174,4.40,1195
Andromeda,II = I,2003,"Melodic, Technical DTI",4.44,168,4.50,1111
Andy Jackson,73 Days At Sea,2016,Psychedelic,4.08,2,4.25,9
Andy Jackson,Signal to Noise,2014,Psychedelic,4.11,6,4.33,12
Andy James,Psychic Transfusion EP,2013,"Technical, Instrumental, Metal Guitar Spotlight, Shred",4.13,17,4.24,105
Andy Timmons Band,Resolution,2006,"Rock Guitar Spotlight, Instrumental",3.86,41,3.71,76
Anekdoten,Gravity,2003,"Progressive/Metal, Instrumental, Eclectic",3.90,25,3.70,50
Anekdoten,Until All The Ghosts Are Gone,2015,Progressive,3.97,14,3.75,24
Anekdoten,Vemod,1993,"Progressive/Metal, Instrumental, Eclectic",3.98,50,3.92,145
Anekdoten,A Time of Day,2007,"Progressive/Metal, Instrumental, Eclectic",4.01,67,3.99,286
Anekdoten,From Within,1999,"Progressive/Metal, Instrumental, Eclectic",4.13,32,4.19,119
